epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_K_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_K_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       891, 17130.271,   0.0025,       0.00012894,       3.3702e-06,         0.012897,       0.0129,      0.00851,      0.00717,      0.00672,      0.00882,      0.00148,       0.00014946,       1.7029e-08,         0.014946,       0.0128,      0.00826,      0.00942,      0.00839,      0.00971,     0.000106
       892, 17149.451,   0.0025,        0.0001257,       1.9239e-06,         0.012572,       0.0127,      0.00839,      0.00706,       0.0066,       0.0087,      0.00112,       0.00014929,        2.192e-08,         0.014929,       0.0128,      0.00826,       0.0094,      0.00838,      0.00971,     0.000118
       893, 17168.670,   0.0025,        0.0001277,       1.1736e-06,         0.012771,       0.0129,      0.00847,      0.00713,      0.00661,      0.00877,     0.000871,       0.00014937,       1.6777e-08,         0.014937,       0.0128,      0.00826,      0.00941,      0.00838,      0.00971,     0.000106
       894, 17187.988,   0.0025,        0.0001259,       1.4347e-06,         0.012591,       0.0128,      0.00843,      0.00711,       0.0065,       0.0087,     0.000966,       0.00014928,         1.93e-08,         0.014928,       0.0128,      0.00825,      0.00941,      0.00838,      0.00971,      0.00011
       895, 17207.185,   0.0025,       0.00012532,       3.0762e-06,         0.012535,       0.0127,      0.00839,      0.00713,      0.00652,      0.00869,      0.00141,       0.00014897,       2.1675e-08,         0.014897,       0.0128,      0.00825,      0.00941,      0.00837,       0.0097,     0.000118
       896, 17226.379,   0.0025,       0.00012915,       1.8684e-06,         0.012917,       0.0129,      0.00856,       0.0072,      0.00666,      0.00882,       0.0011,       0.00014898,       1.8116e-08,         0.014898,       0.0128,      0.00825,       0.0094,      0.00838,       0.0097,     0.000109
       897, 17245.562,   0.0025,        0.0001292,       1.8424e-06,         0.012921,       0.0129,      0.00852,      0.00716,      0.00673,      0.00883,      0.00109,       0.00014893,       1.8122e-08,         0.014893,       0.0128,      0.00825,       0.0094,      0.00837,       0.0097,     0.000106
       898, 17264.721,   0.0025,       0.00012631,       1.8329e-06,         0.012633,       0.0128,      0.00842,       0.0071,      0.00661,      0.00872,      0.00109,       0.00014894,        1.964e-08,         0.014894,       0.0128,      0.00824,       0.0094,      0.00837,       0.0097,     0.000112
       899, 17283.880,   0.0025,       0.00012712,       2.2482e-06,         0.012714,       0.0129,      0.00856,      0.00702,      0.00644,      0.00873,      0.00121,       0.00014874,       1.6462e-08,         0.014874,       0.0128,      0.00824,      0.00939,      0.00837,      0.00969,     0.000103
       900, 17303.143,   0.0025,       0.00012489,       1.4106e-06,          0.01249,       0.0127,      0.00841,      0.00702,      0.00645,      0.00866,     0.000956,       0.00014863,       1.9551e-08,         0.014863,       0.0128,      0.00824,       0.0094,      0.00835,      0.00969,     0.000111
       901, 17322.327,   0.0025,       0.00012588,       1.3176e-06,          0.01259,       0.0128,      0.00843,      0.00707,      0.00652,       0.0087,     0.000925,       0.00014849,       1.9098e-08,         0.014849,       0.0128,      0.00824,      0.00939,      0.00835,      0.00969,      0.00011
       902, 17341.548,   0.0025,       0.00012348,       2.3106e-06,         0.012351,       0.0127,      0.00841,      0.00693,      0.00629,      0.00859,      0.00122,       0.00014867,       3.0173e-08,         0.014867,       0.0128,      0.00824,       0.0094,      0.00836,      0.00969,      0.00014
       903, 17360.714,   0.0025,       0.00012361,       1.3008e-06,         0.012362,       0.0127,      0.00838,      0.00698,      0.00634,       0.0086,     0.000919,       0.00014853,       1.7257e-08,         0.014853,       0.0128,      0.00823,      0.00939,      0.00835,      0.00968,     0.000106
       904, 17379.900,   0.0025,       0.00012393,       2.0986e-06,         0.012395,       0.0127,      0.00843,      0.00694,      0.00645,      0.00863,      0.00117,       0.00014854,       1.7211e-08,         0.014854,       0.0128,      0.00823,      0.00938,      0.00837,      0.00968,     0.000106
       905, 17399.058,   0.0025,       0.00012576,       1.8509e-06,         0.012578,       0.0128,      0.00842,      0.00706,      0.00655,       0.0087,       0.0011,       0.00014825,        1.679e-08,         0.014825,       0.0128,      0.00823,      0.00936,      0.00834,      0.00967,     0.000103
       906, 17418.326,   0.0025,       0.00012603,       1.4652e-06,         0.012604,       0.0128,      0.00843,      0.00707,      0.00654,       0.0087,     0.000975,        0.0001481,       1.6605e-08,          0.01481,       0.0128,      0.00823,      0.00935,      0.00835,      0.00967,     0.000103
       907, 17437.547,   0.0025,       0.00012684,         1.66e-06,         0.012685,       0.0128,      0.00849,      0.00704,      0.00659,      0.00873,      0.00104,        0.0001482,        1.738e-08,          0.01482,       0.0128,      0.00823,      0.00936,      0.00834,      0.00967,     0.000104
       908, 17456.750,   0.0025,       0.00012732,       2.5905e-06,         0.012735,       0.0129,      0.00857,      0.00701,      0.00647,      0.00873,       0.0013,       0.00014821,       2.6965e-08,         0.014821,       0.0128,      0.00823,      0.00936,      0.00835,      0.00967,      0.00013
       909, 17475.973,   0.0025,       0.00012916,       1.5106e-06,         0.012917,       0.0129,       0.0085,      0.00726,      0.00655,      0.00881,      0.00099,       0.00014829,       1.7249e-08,         0.014829,       0.0128,      0.00823,      0.00937,      0.00835,      0.00967,     0.000105
       910, 17495.160,   0.0025,       0.00012806,        2.632e-06,         0.012808,        0.013,      0.00857,        0.007,      0.00649,      0.00875,      0.00131,       0.00014815,       1.7363e-08,         0.014815,       0.0128,      0.00822,      0.00937,      0.00833,      0.00967,     0.000104
       911, 17514.344,   0.0025,       0.00012309,        1.182e-06,         0.012311,       0.0126,      0.00833,      0.00704,      0.00644,      0.00861,     0.000876,       0.00014833,       1.5928e-08,         0.014833,       0.0127,      0.00822,      0.00938,      0.00834,      0.00967,     0.000101
       912, 17533.522,   0.0025,       0.00012404,       1.2803e-06,         0.012405,       0.0126,      0.00838,      0.00707,       0.0065,      0.00864,     0.000912,       0.00014817,       2.4875e-08,         0.014817,       0.0127,      0.00822,      0.00939,      0.00834,      0.00967,     0.000126
       913, 17552.769,  0.00125,       0.00011662,       7.8316e-07,         0.011663,       0.0124,      0.00816,      0.00673,      0.00612,      0.00835,     0.000714,       0.00014796,        1.606e-08,         0.014797,       0.0127,      0.00822,      0.00937,      0.00833,      0.00966,     0.000101
       914, 17572.023,  0.00125,       0.00011561,       5.0302e-07,         0.011561,       0.0123,      0.00811,      0.00672,      0.00609,      0.00831,     0.000571,       0.00014778,       2.0104e-08,         0.014778,       0.0127,      0.00821,      0.00936,      0.00832,      0.00966,     0.000113
       915, 17591.226,  0.00125,       0.00011575,       6.6418e-07,         0.011576,       0.0123,      0.00809,      0.00676,      0.00608,      0.00832,     0.000657,        0.0001479,       1.8722e-08,          0.01479,       0.0127,      0.00822,      0.00937,      0.00833,      0.00966,     0.000109
       916, 17610.415,  0.00125,       0.00011649,       6.6119e-07,         0.011649,       0.0124,      0.00812,      0.00677,      0.00613,      0.00835,     0.000656,       0.00014798,       1.5644e-08,         0.014798,       0.0127,      0.00821,      0.00939,      0.00833,      0.00967,     0.000101
       917, 17629.595,  0.00125,       0.00011565,       1.0802e-06,         0.011566,       0.0123,      0.00808,      0.00675,      0.00611,      0.00832,     0.000836,       0.00014783,       1.6607e-08,         0.014783,       0.0127,      0.00821,      0.00938,      0.00832,      0.00966,     0.000102
       918, 17648.781,  0.00125,        0.0001172,       8.2877e-07,         0.011721,       0.0124,      0.00813,       0.0068,      0.00614,      0.00837,     0.000734,       0.00014765,       2.0585e-08,         0.014765,       0.0127,      0.00821,      0.00936,      0.00833,      0.00966,     0.000114
       919, 17667.985,  0.00125,       0.00011583,       8.6026e-07,         0.011584,       0.0124,      0.00812,       0.0067,      0.00606,      0.00831,     0.000748,       0.00014766,       1.7922e-08,         0.014766,       0.0127,      0.00821,      0.00936,      0.00833,      0.00966,     0.000107
       920, 17687.188,  0.00125,       0.00011656,       7.4922e-07,         0.011657,       0.0124,      0.00812,      0.00678,      0.00615,      0.00835,     0.000698,       0.00014759,       1.9107e-08,         0.014759,       0.0127,      0.00821,      0.00935,      0.00833,      0.00965,      0.00011
       921, 17706.391,  0.00125,       0.00011713,       1.8368e-06,         0.011715,       0.0124,      0.00816,      0.00676,      0.00615,      0.00837,      0.00109,        0.0001476,       1.7221e-08,          0.01476,       0.0127,      0.00821,      0.00935,      0.00832,      0.00965,     0.000104
       922, 17725.541,  0.00125,       0.00011611,       7.9527e-07,         0.011612,       0.0124,      0.00809,      0.00677,       0.0061,      0.00833,     0.000719,       0.00014763,       1.7433e-08,         0.014763,       0.0127,      0.00821,      0.00935,      0.00833,      0.00965,     0.000105
       923, 17744.725,  0.00125,       0.00011673,       7.8666e-07,         0.011674,       0.0124,      0.00811,      0.00685,      0.00613,      0.00836,     0.000715,       0.00014755,       1.6228e-08,         0.014755,       0.0127,       0.0082,      0.00935,      0.00833,      0.00965,     0.000102
       924, 17763.899,  0.00125,       0.00011735,       1.0637e-06,         0.011736,       0.0125,      0.00817,      0.00674,      0.00612,      0.00837,     0.000831,       0.00014749,       1.9275e-08,         0.014749,       0.0127,       0.0082,      0.00935,      0.00832,      0.00965,     0.000111
       925, 17783.156,  0.00125,       0.00011677,       6.6644e-07,         0.011678,       0.0124,      0.00814,      0.00681,      0.00611,      0.00836,     0.000658,       0.00014753,       1.6858e-08,         0.014753,       0.0127,       0.0082,      0.00937,      0.00831,      0.00965,     0.000105
       926, 17802.341,  0.00125,       0.00011688,       7.8728e-07,         0.011688,       0.0124,      0.00814,      0.00675,       0.0061,      0.00835,     0.000715,       0.00014754,       1.8433e-08,         0.014754,       0.0127,       0.0082,      0.00937,      0.00832,      0.00965,     0.000111
       927, 17821.535,  0.00125,       0.00011659,       6.4549e-07,          0.01166,       0.0124,      0.00812,      0.00671,      0.00617,      0.00835,     0.000646,       0.00014757,       1.7965e-08,         0.014757,       0.0127,       0.0082,      0.00937,      0.00833,      0.00965,     0.000108
       928, 17840.736,  0.00125,       0.00011587,       8.0485e-07,         0.011588,       0.0124,      0.00812,       0.0067,      0.00608,      0.00832,     0.000723,       0.00014746,       1.7388e-08,         0.014746,       0.0127,       0.0082,      0.00936,      0.00832,      0.00965,     0.000105
       929, 17859.916,  0.00125,       0.00011718,       9.8988e-07,         0.011719,       0.0124,      0.00816,      0.00678,      0.00613,      0.00837,     0.000802,        0.0001475,        1.877e-08,          0.01475,       0.0127,       0.0082,      0.00937,      0.00831,      0.00965,     0.000108
       930, 17879.098,  0.00125,       0.00011714,       8.3544e-07,         0.011715,       0.0124,      0.00816,      0.00679,      0.00611,      0.00837,     0.000737,       0.00014737,       2.2174e-08,         0.014737,       0.0127,      0.00819,      0.00936,      0.00832,      0.00965,     0.000118
       931, 17898.319,  0.00125,       0.00011802,       9.8325e-07,         0.011803,       0.0125,      0.00818,      0.00676,      0.00622,       0.0084,       0.0008,       0.00014736,       1.7497e-08,         0.014736,       0.0127,      0.00819,      0.00936,      0.00832,      0.00965,     0.000104
       932, 17917.521,  0.00125,       0.00011671,       1.5877e-06,         0.011673,       0.0124,      0.00812,      0.00672,      0.00619,      0.00835,      0.00101,        0.0001472,         2.26e-08,          0.01472,       0.0127,      0.00819,      0.00935,      0.00831,      0.00964,     0.000118
       933, 17936.733,  0.00125,       0.00011851,       1.3062e-06,         0.011852,       0.0125,      0.00819,      0.00681,      0.00621,      0.00842,     0.000921,       0.00014716,       1.6049e-08,         0.014716,       0.0127,      0.00819,      0.00936,      0.00831,      0.00964,     0.000101
       934, 17955.908,  0.00125,       0.00011887,       9.6133e-07,         0.011888,       0.0125,      0.00822,       0.0068,      0.00627,      0.00844,     0.000791,       0.00014706,       1.8686e-08,         0.014706,       0.0127,      0.00819,      0.00934,       0.0083,      0.00964,     0.000109
       935, 17975.069,  0.00125,       0.00011648,       6.2601e-07,         0.011649,       0.0124,      0.00812,      0.00678,      0.00613,      0.00835,     0.000638,       0.00014722,       1.6955e-08,         0.014722,       0.0127,      0.00819,      0.00935,      0.00831,      0.00964,     0.000104
       936, 17994.249,  0.00125,       0.00011764,       8.3442e-07,         0.011765,       0.0124,      0.00815,      0.00675,      0.00622,      0.00839,     0.000735,       0.00014706,       2.0146e-08,         0.014706,       0.0127,      0.00819,      0.00934,       0.0083,      0.00963,     0.000113
       937, 18013.407,  0.00125,       0.00011746,       6.6308e-07,         0.011746,       0.0124,      0.00816,      0.00679,      0.00617,      0.00838,     0.000657,       0.00014711,       1.7346e-08,         0.014711,       0.0127,      0.00818,      0.00934,      0.00831,      0.00964,     0.000106
       938, 18032.617,  0.00125,       0.00011628,       6.5158e-07,         0.011628,       0.0123,      0.00809,       0.0068,      0.00615,      0.00835,      0.00065,       0.00014703,       1.9712e-08,         0.014703,       0.0127,      0.00818,      0.00935,       0.0083,      0.00963,     0.000113
       939, 18051.855,  0.00125,       0.00011776,       9.2016e-07,         0.011777,       0.0124,      0.00816,      0.00682,      0.00616,      0.00839,     0.000773,       0.00014709,       1.6231e-08,         0.014709,       0.0127,      0.00818,      0.00934,      0.00832,      0.00964,     0.000103
       940, 18071.049,  0.00125,       0.00011682,       1.0534e-06,         0.011683,       0.0124,      0.00811,      0.00676,      0.00621,      0.00836,     0.000827,       0.00014696,       2.0814e-08,         0.014696,       0.0127,      0.00818,      0.00933,      0.00832,      0.00963,     0.000115
       941, 18090.283,  0.00125,       0.00011621,       9.4048e-07,         0.011622,       0.0123,      0.00809,      0.00679,      0.00616,      0.00834,     0.000782,       0.00014678,       2.1304e-08,         0.014678,       0.0127,      0.00818,      0.00931,      0.00832,      0.00963,     0.000117
       942, 18109.461,  0.00125,       0.00011789,       1.6066e-06,         0.011791,       0.0125,      0.00816,      0.00683,      0.00611,      0.00839,      0.00102,       0.00014687,       1.5998e-08,         0.014687,       0.0127,      0.00818,      0.00932,      0.00832,      0.00963,     0.000102
       943, 18128.637,  0.00125,       0.00011751,       6.8221e-07,         0.011752,       0.0124,      0.00817,      0.00676,      0.00615,      0.00838,     0.000665,       0.00014705,       1.9462e-08,         0.014705,       0.0127,      0.00818,      0.00934,      0.00832,      0.00963,     0.000111
       944, 18148.059,  0.00125,       0.00011641,       1.0884e-06,         0.011642,       0.0124,      0.00813,      0.00672,      0.00612,      0.00834,     0.000839,       0.00014685,       2.1484e-08,         0.014685,       0.0127,      0.00818,      0.00934,      0.00831,      0.00963,     0.000116
       945, 18167.281,  0.00125,       0.00011733,       1.8487e-06,         0.011735,       0.0124,      0.00815,      0.00681,      0.00619,      0.00838,      0.00109,       0.00014688,       2.4275e-08,         0.014688,       0.0127,      0.00818,      0.00933,      0.00832,      0.00963,     0.000125
       946, 18186.457,  0.00125,       0.00011749,       1.3297e-06,         0.011751,       0.0124,      0.00819,      0.00676,      0.00614,      0.00838,     0.000929,       0.00014672,       2.0115e-08,         0.014672,       0.0127,      0.00817,      0.00933,       0.0083,      0.00962,     0.000114
       947, 18205.687,  0.00125,       0.00011876,       1.3208e-06,         0.011878,       0.0125,      0.00822,      0.00681,      0.00616,      0.00842,     0.000924,       0.00014668,       2.0707e-08,         0.014668,       0.0127,      0.00817,      0.00933,      0.00829,      0.00962,     0.000115
       948, 18224.906,  0.00125,       0.00011618,       5.2859e-07,         0.011619,       0.0123,      0.00809,       0.0068,      0.00617,      0.00835,     0.000582,       0.00014651,       1.9876e-08,         0.014651,       0.0127,      0.00817,      0.00933,      0.00828,      0.00962,     0.000112
       949, 18244.280,  0.00125,       0.00011603,       5.7418e-07,         0.011603,       0.0124,      0.00811,      0.00673,      0.00612,      0.00833,      0.00061,        0.0001465,       2.5103e-08,          0.01465,       0.0127,      0.00817,      0.00933,      0.00829,      0.00962,     0.000126
       950, 18263.475,  0.00125,        0.0001177,       1.0546e-06,         0.011771,       0.0124,      0.00815,      0.00681,      0.00616,      0.00839,     0.000827,       0.00014656,       1.8219e-08,         0.014656,       0.0127,      0.00817,      0.00934,      0.00829,      0.00962,     0.000107
       951, 18282.669,  0.00125,       0.00011629,       6.9244e-07,          0.01163,       0.0124,      0.00814,      0.00669,      0.00613,      0.00834,     0.000669,       0.00014647,       1.9421e-08,         0.014647,       0.0127,      0.00817,      0.00932,      0.00829,      0.00962,      0.00011
       952, 18301.908,  0.00125,       0.00011697,       1.1449e-06,         0.011698,       0.0124,      0.00816,       0.0067,      0.00616,      0.00836,     0.000859,       0.00014654,        2.093e-08,         0.014654,       0.0127,      0.00816,      0.00933,      0.00829,      0.00962,     0.000115
       953, 18321.134,  0.00125,       0.00011577,       8.5414e-07,         0.011577,       0.0123,       0.0081,      0.00676,      0.00608,      0.00832,     0.000745,       0.00014637,       1.8296e-08,         0.014637,       0.0127,      0.00816,      0.00932,      0.00829,      0.00961,     0.000109
       954, 18340.297,  0.00125,       0.00011618,         7.22e-07,         0.011619,       0.0123,       0.0081,      0.00675,      0.00615,      0.00834,     0.000685,       0.00014633,       1.6869e-08,         0.014633,       0.0127,      0.00816,      0.00932,      0.00828,      0.00961,     0.000104
       955, 18359.467,  0.00125,       0.00011813,       6.1233e-07,         0.011814,       0.0125,      0.00817,      0.00678,      0.00621,      0.00841,     0.000631,       0.00014639,       1.8211e-08,         0.014639,       0.0127,      0.00816,      0.00933,      0.00828,      0.00961,     0.000107
       956, 18378.689,  0.00125,       0.00011643,       1.0029e-06,         0.011644,       0.0124,      0.00812,      0.00682,      0.00609,      0.00835,     0.000807,       0.00014638,       2.9537e-08,         0.014638,       0.0127,      0.00816,      0.00932,      0.00829,      0.00961,     0.000135
       957, 18397.903,  0.00125,       0.00011646,       1.2456e-06,         0.011647,       0.0123,       0.0081,      0.00679,      0.00618,      0.00835,       0.0009,       0.00014642,       1.6798e-08,         0.014642,       0.0127,      0.00816,      0.00933,      0.00829,      0.00961,     0.000103
       958, 18417.149,  0.00125,       0.00011602,       9.8687e-07,         0.011603,       0.0123,       0.0081,      0.00674,      0.00613,      0.00833,     0.000801,       0.00014636,       2.7117e-08,         0.014636,       0.0127,      0.00816,      0.00934,      0.00828,      0.00961,      0.00013
       959, 18436.383,  0.00125,       0.00011544,       1.6919e-06,         0.011546,       0.0123,       0.0081,      0.00671,      0.00606,       0.0083,      0.00105,       0.00014624,        1.762e-08,         0.014624,       0.0127,      0.00816,      0.00932,      0.00828,      0.00961,     0.000104
       960, 18455.601,  0.00125,       0.00011705,       8.5674e-07,         0.011706,       0.0124,      0.00815,      0.00675,      0.00622,      0.00838,     0.000745,       0.00014633,       2.0175e-08,         0.014633,       0.0127,      0.00816,      0.00933,      0.00829,      0.00961,     0.000115
       961, 18474.809,  0.00125,       0.00011708,       1.6079e-06,         0.011709,       0.0124,      0.00814,      0.00678,      0.00616,      0.00837,      0.00102,       0.00014617,       1.6418e-08,         0.014617,       0.0127,      0.00816,      0.00931,      0.00828,      0.00961,     0.000103
       962, 18493.990,  0.00125,       0.00011601,       6.7743e-07,         0.011601,       0.0124,      0.00812,      0.00674,      0.00608,      0.00833,     0.000663,       0.00014623,       1.8463e-08,         0.014623,       0.0127,      0.00816,      0.00932,      0.00829,      0.00961,     0.000107
       963, 18513.191,  0.00125,       0.00011647,       1.2929e-06,         0.011649,       0.0124,      0.00809,      0.00677,      0.00619,      0.00835,     0.000915,       0.00014606,       1.6973e-08,         0.014606,       0.0127,      0.00815,      0.00931,      0.00828,       0.0096,     0.000105
       964, 18532.412,  0.00125,       0.00011619,       1.3196e-06,         0.011621,       0.0124,      0.00815,      0.00669,      0.00608,      0.00833,      0.00092,       0.00014617,       2.1066e-08,         0.014617,       0.0127,      0.00815,      0.00933,      0.00828,      0.00961,     0.000116
       965, 18551.619,  0.00125,       0.00011648,       1.2258e-06,          0.01165,       0.0124,      0.00812,      0.00673,      0.00614,      0.00834,     0.000892,       0.00014623,       1.7696e-08,         0.014623,       0.0127,      0.00815,      0.00933,      0.00828,      0.00961,     0.000106
       966, 18570.840,  0.00125,       0.00011594,       7.4209e-07,         0.011595,       0.0124,      0.00811,      0.00671,       0.0061,      0.00832,     0.000694,       0.00014603,       2.0951e-08,         0.014603,       0.0127,      0.00815,      0.00932,      0.00827,       0.0096,     0.000116
       967, 18590.083,  0.00125,       0.00011629,       8.7699e-07,          0.01163,       0.0124,      0.00812,      0.00675,      0.00609,      0.00834,     0.000755,       0.00014604,       1.7794e-08,         0.014604,       0.0127,      0.00815,      0.00932,      0.00828,       0.0096,     0.000106
       968, 18609.238,  0.00125,       0.00011681,       1.0633e-06,         0.011682,       0.0124,      0.00814,      0.00676,      0.00612,      0.00835,     0.000831,       0.00014606,       2.0873e-08,         0.014606,       0.0127,      0.00815,      0.00932,      0.00828,       0.0096,     0.000116
       969, 18628.435,  0.00125,       0.00011626,       1.4878e-06,         0.011628,       0.0124,      0.00809,      0.00678,      0.00615,      0.00834,     0.000983,       0.00014604,       1.7976e-08,         0.014604,       0.0127,      0.00815,      0.00932,      0.00828,       0.0096,     0.000108
       970, 18647.671,  0.00125,       0.00011595,       8.0993e-07,         0.011596,       0.0123,      0.00807,      0.00679,      0.00613,      0.00833,     0.000726,       0.00014591,       1.7667e-08,         0.014591,       0.0127,      0.00814,      0.00932,      0.00827,       0.0096,     0.000106
       971, 18666.877,  0.00125,       0.00011533,       7.8272e-07,         0.011534,       0.0123,      0.00806,       0.0068,        0.006,       0.0083,     0.000714,       0.00014576,       1.9121e-08,         0.014576,       0.0127,      0.00814,      0.00932,      0.00826,      0.00959,     0.000111
       972, 18686.111,  0.00125,       0.00011611,       1.1471e-06,         0.011612,       0.0124,      0.00813,      0.00666,      0.00613,      0.00833,     0.000864,        0.0001459,       1.7214e-08,          0.01459,       0.0127,      0.00814,      0.00931,      0.00828,       0.0096,     0.000108
       973, 18705.293,  0.00125,       0.00011763,        7.868e-07,         0.011764,       0.0124,      0.00813,      0.00678,      0.00627,       0.0084,     0.000715,       0.00014579,       1.6656e-08,         0.014579,       0.0127,      0.00814,      0.00931,      0.00828,       0.0096,     0.000105
       974, 18724.479,  0.00125,        0.0001172,       1.6177e-06,         0.011722,       0.0124,      0.00817,      0.00672,      0.00613,      0.00836,      0.00103,       0.00014582,       1.7687e-08,         0.014582,       0.0127,      0.00814,      0.00931,      0.00827,       0.0096,     0.000106
       975, 18743.675,  0.00125,        0.0001158,       1.1972e-06,         0.011582,       0.0123,      0.00812,      0.00674,      0.00607,      0.00832,     0.000882,       0.00014578,       2.0177e-08,         0.014578,       0.0127,      0.00814,      0.00931,      0.00828,       0.0096,     0.000113
       976, 18762.872,  0.00125,       0.00011579,        7.958e-07,          0.01158,       0.0124,      0.00811,      0.00673,      0.00605,      0.00831,     0.000718,       0.00014581,       2.8115e-08,         0.014581,       0.0127,      0.00814,      0.00931,      0.00828,       0.0096,     0.000132
       977, 18782.072,  0.00125,       0.00011432,       1.2084e-06,         0.011433,       0.0123,      0.00802,      0.00674,      0.00606,      0.00827,     0.000886,       0.00014558,       2.0563e-08,         0.014558,       0.0127,      0.00813,       0.0093,      0.00827,      0.00959,     0.000113
       978, 18801.314,  0.00125,       0.00011578,       7.1724e-07,         0.011578,       0.0123,      0.00811,       0.0067,      0.00613,      0.00832,     0.000683,       0.00014567,       2.4936e-08,         0.014567,       0.0127,      0.00813,      0.00931,      0.00826,      0.00959,     0.000127
       979, 18820.536,  0.00125,       0.00011608,       1.1369e-06,         0.011609,       0.0124,       0.0081,      0.00673,      0.00614,      0.00833,      0.00086,       0.00014559,       2.1778e-08,         0.014559,       0.0127,      0.00813,       0.0093,      0.00826,      0.00959,     0.000115
       980, 18839.742,  0.00125,       0.00011627,       6.3846e-07,         0.011628,       0.0124,      0.00811,      0.00671,      0.00616,      0.00834,     0.000643,       0.00014561,       1.9049e-08,         0.014561,       0.0126,      0.00813,       0.0093,      0.00827,      0.00959,      0.00011
       981, 18858.955,  0.00125,       0.00011515,       9.8451e-07,         0.011516,       0.0123,      0.00809,      0.00668,      0.00606,      0.00829,       0.0008,        0.0001456,       1.6341e-08,          0.01456,       0.0126,      0.00813,       0.0093,      0.00827,      0.00959,     0.000104
       982, 18878.180,  0.00125,        0.0001161,       9.1784e-07,         0.011611,       0.0123,      0.00808,      0.00674,       0.0062,      0.00834,     0.000772,       0.00014566,        1.795e-08,         0.014566,       0.0126,      0.00813,      0.00932,      0.00827,      0.00959,     0.000109
       983, 18897.419,  0.00125,       0.00011553,       9.8575e-07,         0.011554,       0.0124,      0.00815,      0.00664,      0.00602,       0.0083,     0.000799,       0.00014543,       2.2177e-08,         0.014543,       0.0126,      0.00813,       0.0093,      0.00826,      0.00958,     0.000121
       984, 18916.636,  0.00125,       0.00011588,       1.1353e-06,         0.011589,       0.0123,      0.00811,      0.00673,      0.00613,      0.00833,     0.000859,       0.00014545,       1.6956e-08,         0.014546,       0.0126,      0.00813,       0.0093,      0.00827,      0.00958,     0.000104
       985, 18935.839,  0.00125,       0.00011793,        1.143e-06,         0.011794,       0.0125,       0.0082,      0.00674,      0.00615,      0.00839,     0.000861,       0.00014547,       1.9996e-08,         0.014547,       0.0126,      0.00813,      0.00931,      0.00826,      0.00958,     0.000114
       986, 18955.061,  0.00125,       0.00011564,       7.2343e-07,         0.011565,       0.0123,      0.00811,      0.00668,      0.00611,      0.00831,     0.000685,       0.00014523,       1.9695e-08,         0.014523,       0.0126,      0.00812,       0.0093,      0.00825,      0.00958,     0.000111
       987, 18974.275,  0.00125,       0.00011502,        7.187e-07,         0.011502,       0.0123,      0.00804,       0.0067,      0.00618,       0.0083,     0.000682,       0.00014532,       1.8358e-08,         0.014532,       0.0126,      0.00812,      0.00929,      0.00827,      0.00958,     0.000109
       988, 18993.464,  0.00125,       0.00011437,       9.6172e-07,         0.011438,       0.0123,      0.00805,       0.0067,      0.00607,      0.00827,     0.000788,       0.00014522,       1.9258e-08,         0.014522,       0.0126,      0.00812,       0.0093,      0.00826,      0.00958,      0.00011
       989, 19012.725,  0.00125,       0.00011589,       8.9391e-07,          0.01159,       0.0124,       0.0081,      0.00676,      0.00607,      0.00832,     0.000761,       0.00014541,       1.5844e-08,         0.014541,       0.0126,      0.00812,      0.00931,      0.00827,      0.00958,     9.86e-05
       990, 19031.931,  0.00125,       0.00011689,       1.1532e-06,          0.01169,       0.0124,      0.00816,      0.00673,      0.00607,      0.00835,     0.000865,       0.00014517,       1.7583e-08,         0.014517,       0.0126,      0.00812,      0.00929,      0.00826,      0.00958,     0.000108
       991, 19051.204,  0.00125,       0.00011521,       6.4399e-07,         0.011522,       0.0123,      0.00806,      0.00671,      0.00612,       0.0083,     0.000645,       0.00014533,       1.7423e-08,         0.014533,       0.0126,      0.00812,       0.0093,      0.00827,      0.00958,     0.000106
       992, 19070.406,  0.00125,       0.00011485,       1.2247e-06,         0.011487,       0.0123,      0.00809,      0.00664,       0.0061,      0.00828,     0.000892,       0.00014526,       1.8128e-08,         0.014526,       0.0126,      0.00812,       0.0093,      0.00827,      0.00958,     0.000109
       993, 19089.599,  0.00125,       0.00011593,       1.0985e-06,         0.011594,       0.0123,      0.00807,      0.00679,      0.00614,      0.00833,     0.000844,        0.0001452,       2.1785e-08,          0.01452,       0.0126,      0.00812,       0.0093,      0.00826,      0.00958,     0.000118
       994, 19108.769,  0.00125,        0.0001153,       1.1283e-06,         0.011532,       0.0123,      0.00806,      0.00681,       0.0061,      0.00831,     0.000856,       0.00014539,       1.7769e-08,         0.014539,       0.0126,      0.00812,      0.00933,      0.00827,      0.00959,     0.000105
       995, 19127.989,  0.00125,       0.00011511,       7.5002e-07,         0.011512,       0.0123,      0.00807,      0.00667,      0.00611,      0.00829,     0.000698,       0.00014513,       1.9728e-08,         0.014513,       0.0126,      0.00811,      0.00931,      0.00825,      0.00958,     0.000114
